Season,Product_Type,Fabric,Gender,Price,Discount,Region,Sales
Winter,Shirt,Denim,Female,792,2,North,10592
Autumn,Shirt,Cotton,Male,4724,51,North,9497
Winter,Shirt,Linen,Male,2367,66,East,17443
Winter,Shirt,Denim,Female,2899,13,North,2671
Winter,Jeans,Linen,Male,4962,7,North,12372
Summer,Kurti,Linen,Female,2035,16,North,4612
Winter,Jeans,Silk,Female,3695,32,West,9654
Autumn,Dress,Wool,Male,1069,49,East,10840
Autumn,Kurti,Cotton,Male,1008,14,North,14536
Autumn,Shirt,Denim,Male,4017,5,North,1855
Summer,Shirt,Linen,Male,3718,10,West,14011
Summer,Jeans,Denim,Male,2735,58,East,7591
Summer,Kurti,Wool,Female,2858,42,East,7997
Summer,Jeans,Cotton,Male,3325,2,West,11680
Summer,Jacket,Silk,Female,2460,2,North,5496
Summer,Shirt,Denim,Female,3997,39,North,11783
Winter,Jacket,Linen,Female,2907,38,South,12356
Autumn,Kurti,Silk,Male,742,50,North,8052
Spring,Jacket,Linen,Male,3184,70,South,13028
Spring,Dress,Cotton,Male,4284,68,East,11039
Spring,Shirt,Silk,Female,4699,64,South,5066
Summer,Shirt,Silk,Male,2175,24,North,8234
Summer,Shirt,Denim,Male,3289,66,North,19213
Summer,Jacket,Denim,Male,1959,60,North,4570
Spring,Jeans,Silk,Male,3445,18,South,1531
Autumn,Jacket,Wool,Male,1240,51,South,10913
Summer,Jeans,Denim,Male,2183,69,West,2443
Autumn,Jeans,Cotton,Male,4782,44,South,8316
Winter,Kurti,Cotton,Male,4457,40,East,2964
Summer,Kurti,Linen,Male,2150,52,East,4432
Spring,Kurti,Silk,Female,2236,58,South,1344
Winter,Shirt,Denim,Female,3270,68,South,2880
Winter,Jeans,Wool,Male,4495,39,East,1389
Spring,Shirt,Denim,Female,4699,64,West,8531
Spring,Jacket,Cotton,Male,2903,43,South,11378
Summer,Shirt,Cotton,Female,820,30,East,10001
Summer,Jacket,Linen,Female,2268,69,North,4015
Spring,Jeans,Cotton,Male,4745,26,West,10788
Winter,Shirt,Wool,Female,1227,69,West,16697
Winter,Shirt,Silk,Female,2872,3,South,15750
Spring,Jeans,Wool,Female,1109,30,East,19740
Summer,Jacket,Linen,Female,3153,57,East,14493
Autumn,Jeans,Silk,Male,1011,52,East,13483
Autumn,Shirt,Silk,Male,4977,67,West,17665
Winter,Kurti,Silk,Male,3064,27,West,17942
Winter,Shirt,Denim,Male,975,45,North,5372
Spring,Dress,Wool,Female,3834,32,West,1296
Autumn,Dress,Cotton,Female,1174,56,East,10673
Summer,Shirt,Wool,Female,689,44,West,11665
Autumn,Dress,Wool,Female,2893,38,North,1891
Autumn,Jeans,Silk,Female,3366,6,East,9410
Spring,Dress,Cotton,Male,2008,53,North,4698
Winter,Dress,Wool,Female,4419,11,West,10562
Winter,Jeans,Denim,Female,3160,60,East,19972
Autumn,Jacket,Silk,Male,667,68,East,6053
Summer,Jeans,Denim,Male,3940,54,North,7673
Autumn,Shirt,Wool,Female,762,45,North,3791
Spring,Dress,Cotton,Male,3156,28,South,1218
Autumn,Dress,Silk,Female,3493,67,North,1913
Winter,Kurti,Linen,Female,2823,20,West,9623
Autumn,Shirt,Cotton,Female,1374,56,North,18938
Autumn,Dress,Denim,Male,1072,69,East,3158
Spring,Jeans,Wool,Female,3399,46,East,18692
Winter,Kurti,Cotton,Female,1747,0,West,17069
Summer,Kurti,Denim,Female,3690,46,East,12600
Summer,Dress,Denim,Female,2067,68,West,8729
Autumn,Jacket,Denim,Female,2461,66,North,1149
Summer,Jeans,Denim,Female,3798,5,North,5111
Summer,Jacket,Cotton,Male,994,14,West,17455
Winter,Kurti,Silk,Male,4342,57,East,10777
Autumn,Kurti,Denim,Female,1091,70,North,12803
Summer,Jacket,Silk,Male,4809,19,North,14539
Summer,Kurti,Denim,Male,1334,39,West,8327
Autumn,Jacket,Wool,Female,4167,54,North,3388
Summer,Dress,Silk,Male,2665,62,West,4409
Winter,Dress,Linen,Male,4955,31,East,14282
Summer,Jeans,Cotton,Female,4880,46,East,4098
Winter,Dress,Silk,Male,4585,15,North,10116
Winter,Dress,Denim,Male,951,53,South,9825
Autumn,Jacket,Denim,Male,662,28,South,9789
Winter,Jeans,Silk,Female,1570,69,West,6458
Winter,Kurti,Wool,Male,501,63,South,3698
Summer,Shirt,Wool,Male,2089,50,North,15267
Spring,Jeans,Linen,Female,3208,10,West,1924
Spring,Jeans,Linen,Male,1146,27,North,16782
Winter,Jacket,Linen,Male,4425,59,South,3240
Spring,Jeans,Wool,Female,3654,25,East,15687
Spring,Jeans,Cotton,Male,1807,55,South,9081
Summer,Jeans,Cotton,Male,2725,7,East,5064
Autumn,Dress,Linen,Female,1450,69,North,6566
Spring,Dress,Cotton,Male,2776,13,North,6726
Spring,Shirt,Silk,Male,664,46,North,19412
Spring,Jeans,Denim,Male,1500,51,North,17153
Autumn,Shirt,Cotton,Female,3723,29,South,4366
Autumn,Jeans,Wool,Female,625,26,North,5668
Summer,Dress,Denim,Male,3518,46,North,17124
Winter,Jacket,Denim,Female,2022,32,West,18242
Winter,Shirt,Silk,Female,1279,70,South,11907
Summer,Shirt,Silk,Female,930,54,North,17520
Winter,Jeans,Linen,Male,4831,41,North,19671
Autumn,Jeans,Denim,Female,4486,21,South,18305
Winter,Jeans,Cotton,Female,4530,70,West,3799
Winter,Kurti,Denim,Female,2015,21,South,5355
Autumn,Dress,Cotton,Female,4877,33,North,12336
Spring,Shirt,Cotton,Male,3735,13,South,6109
Summer,Dress,Wool,Female,1484,58,West,18410
Spring,Shirt,Silk,Male,4684,49,South,9783
Winter,Shirt,Wool,Male,2023,23,South,6044
Spring,Jeans,Cotton,Male,1956,34,South,6147
Winter,Dress,Silk,Male,2647,49,South,5608
Autumn,Kurti,Linen,Female,1779,65,North,14402
Winter,Kurti,Wool,Female,2460,33,South,17850
Summer,Jeans,Linen,Male,2337,36,South,10216
Autumn,Jacket,Linen,Female,2048,27,North,18688
Summer,Jeans,Wool,Male,2136,15,West,18533
Spring,Shirt,Cotton,Female,4388,52,East,16340
Winter,Kurti,Cotton,Male,3533,25,East,2653
Summer,Jeans,Linen,Male,4999,3,North,10925
Winter,Shirt,Linen,Male,879,67,East,11644
Summer,Jeans,Wool,Female,4092,25,West,2392
Spring,Jeans,Cotton,Female,2450,5,West,14109
Summer,Dress,Cotton,Female,3751,65,South,4516
Summer,Jacket,Cotton,Female,4545,43,West,11323
Autumn,Kurti,Denim,Male,3631,18,North,18368
Autumn,Jacket,Wool,Male,4541,47,North,12114
Summer,Jacket,Cotton,Male,2203,19,West,2213
Winter,Jeans,Silk,Female,4597,13,North,8222
Autumn,Kurti,Silk,Female,4765,28,North,5460
Autumn,Jacket,Denim,Female,2184,54,South,17156
Spring,Kurti,Denim,Female,2527,28,North,6807
Winter,Shirt,Wool,Female,2794,55,East,13167
Autumn,Dress,Wool,Male,1120,22,East,11168
Summer,Dress,Silk,Female,3015,35,North,3732
Spring,Jacket,Cotton,Female,3927,23,East,13492
Summer,Dress,Wool,Male,684,70,East,10561
Summer,Jacket,Denim,Female,3464,64,West,7190
Summer,Kurti,Linen,Male,1689,13,West,10858
Summer,Jacket,Linen,Male,2132,24,South,5103
Spring,Jacket,Cotton,Female,1797,18,West,16603
Spring,Dress,Cotton,Female,1082,34,East,15677
Spring,Kurti,Linen,Female,2933,39,East,17791
Spring,Kurti,Linen,Female,2056,6,North,12537
Autumn,Jacket,Denim,Male,4118,8,West,2366
Autumn,Jacket,Cotton,Male,4034,50,South,19864
Spring,Dress,Cotton,Female,3852,31,North,2057
Autumn,Dress,Silk,Female,2639,17,South,2369
Summer,Dress,Denim,Male,2375,21,South,9064
Autumn,Kurti,Wool,Female,2069,56,South,8073
Spring,Kurti,Linen,Female,4791,36,East,8357
Winter,Kurti,Denim,Male,4652,58,North,18847
Spring,Kurti,Cotton,Female,4467,2,South,5218
Autumn,Jeans,Denim,Female,532,55,East,2416
Summer,Kurti,Cotton,Female,2809,60,East,16805
Autumn,Jacket,Cotton,Female,3375,5,East,16623
Autumn,Jacket,Wool,Male,2072,7,East,13664
Winter,Jeans,Cotton,Male,3327,55,East,10706
Winter,Shirt,Denim,Female,3690,43,East,11554
Summer,Shirt,Cotton,Male,4954,56,East,11125
Summer,Jacket,Silk,Male,1667,66,West,9746
Autumn,Kurti,Cotton,Female,2206,35,South,3569
Winter,Kurti,Silk,Male,2735,9,South,5133
Summer,Shirt,Silk,Female,3144,56,North,17229
Spring,Shirt,Cotton,Female,3774,8,South,6119
Winter,Jeans,Wool,Female,1803,16,West,16520
Winter,Jacket,Wool,Male,4331,1,North,13965
Autumn,Kurti,Wool,Male,1171,7,North,10299
Spring,Shirt,Cotton,Female,2700,30,East,13434
Winter,Jacket,Linen,Female,1364,46,East,6567
Spring,Kurti,Linen,Female,4962,17,North,16111
Autumn,Jeans,Wool,Male,1530,70,South,7533
Winter,Shirt,Wool,Male,3909,44,South,2511
Winter,Jacket,Wool,Male,3619,53,West,16026
Summer,Shirt,Cotton,Female,3113,36,North,7251
Summer,Jeans,Cotton,Female,4608,60,West,15539
Autumn,Dress,Wool,Male,4786,60,North,1342
Spring,Jacket,Linen,Female,4110,31,East,6192
Winter,Kurti,Silk,Female,2721,0,East,8282
Summer,Jeans,Linen,Female,4175,41,East,12912
Spring,Dress,Denim,Female,3361,1,West,2757
Autumn,Jacket,Denim,Female,1288,36,East,19710
Summer,Kurti,Silk,Male,1640,37,South,8376
Spring,Shirt,Wool,Male,1298,28,West,7716
Summer,Kurti,Cotton,Male,3150,10,North,9615
Summer,Shirt,Silk,Male,1764,37,East,19801
Winter,Jacket,Wool,Male,4819,51,South,16237
Summer,Jacket,Cotton,Male,2298,63,West,7344
Spring,Jacket,Wool,Female,1038,55,North,4188
Autumn,Kurti,Linen,Female,2922,42,East,2644
Autumn,Jacket,Denim,Male,1616,8,North,15159
Spring,Kurti,Linen,Female,3168,44,South,2314
Autumn,Jeans,Denim,Female,3633,49,South,18602
Winter,Dress,Cotton,Male,2210,41,West,9231
Autumn,Kurti,Silk,Female,2758,8,South,8035
Summer,Shirt,Denim,Female,920,52,North,18324
Autumn,Jeans,Linen,Male,2372,8,East,14771
Winter,Jacket,Silk,Female,883,69,North,18759
Summer,Jacket,Cotton,Male,1445,30,South,13609
Winter,Kurti,Denim,Male,1752,0,North,6147
Summer,Shirt,Cotton,Female,829,42,East,6226
Autumn,Shirt,Cotton,Female,1831,7,South,14688
Autumn,Dress,Linen,Male,1828,42,South,4238
Summer,Shirt,Wool,Female,762,8,North,16743
Winter,Shirt,Cotton,Male,2906,1,South,18447
Spring,Jeans,Silk,Male,4917,58,West,4060
Winter,Jeans,Cotton,Male,1999,32,South,18977
Spring,Jeans,Cotton,Male,4088,45,South,1789
Spring,Dress,Cotton,Female,3114,22,North,11870
Autumn,Shirt,Denim,Female,1361,26,East,19709
Summer,Jacket,Wool,Male,4538,4,North,15969
Spring,Jacket,Silk,Female,1496,32,West,9239
Summer,Jacket,Silk,Male,683,67,North,11722
Spring,Shirt,Cotton,Female,4606,54,North,7634
Winter,Jacket,Silk,Male,4835,29,East,16743
Autumn,Dress,Cotton,Male,3299,60,East,2511
Winter,Kurti,Silk,Female,3025,0,West,9815
Summer,Jacket,Linen,Male,4518,37,East,8180
Winter,Jeans,Cotton,Male,1210,34,East,11830
Summer,Kurti,Wool,Female,1758,46,West,12582
Winter,Dress,Denim,Female,3569,60,East,10751
Winter,Jeans,Denim,Female,3801,56,East,3901
Winter,Dress,Denim,Male,1234,33,North,7697
Autumn,Kurti,Cotton,Female,2149,16,West,19679
Autumn,Kurti,Cotton,Female,1598,13,South,19907
Autumn,Kurti,Cotton,Male,2441,54,East,8339
Spring,Jeans,Wool,Female,1655,54,East,1523
Autumn,Jacket,Wool,Female,4127,29,South,3094
Spring,Kurti,Linen,Female,3848,68,South,10866
Summer,Jacket,Cotton,Male,994,51,North,4840
Spring,Jeans,Denim,Female,1980,6,East,8693
Summer,Jeans,Linen,Female,2490,7,South,5558
Spring,Shirt,Wool,Male,866,47,South,6159
Autumn,Kurti,Denim,Female,2704,1,West,7788
Spring,Shirt,Linen,Male,3052,33,South,19794
Summer,Jacket,Wool,Male,3051,24,West,9235
Summer,Dress,Cotton,Male,696,36,North,9453
Summer,Jeans,Linen,Male,537,63,South,19604
Spring,Kurti,Linen,Female,649,26,South,5705
Winter,Dress,Cotton,Female,925,54,North,6883
Winter,Dress,Denim,Male,4967,43,South,9718
Autumn,Jeans,Linen,Female,2617,46,West,12067
Winter,Jacket,Silk,Female,1545,43,North,14201
Autumn,Dress,Denim,Male,1921,26,North,12417
Spring,Shirt,Wool,Male,3087,62,West,18337
Autumn,Jacket,Cotton,Female,502,63,East,18416
Summer,Jacket,Cotton,Female,4677,52,South,2807
Spring,Kurti,Wool,Female,2625,4,East,12145
Autumn,Jeans,Wool,Male,3646,34,North,5342
Spring,Jacket,Wool,Male,2239,1,East,3674
Winter,Shirt,Linen,Female,1725,46,North,8591
Autumn,Jeans,Linen,Female,4423,11,East,5636
Summer,Kurti,Cotton,Male,2191,0,East,9842
Spring,Kurti,Cotton,Female,2850,45,East,15438
Summer,Shirt,Wool,Female,712,62,East,3183
Autumn,Jacket,Denim,Female,2941,9,North,7702
Summer,Dress,Silk,Female,1301,24,South,4012
Summer,Kurti,Linen,Female,733,26,South,3684
Autumn,Kurti,Denim,Male,3995,27,East,4719
Spring,Jacket,Cotton,Female,1029,24,West,8240
Summer,Jeans,Cotton,Male,936,25,South,11541
Autumn,Jacket,Denim,Male,2186,0,West,11626
Autumn,Shirt,Wool,Female,1369,59,East,10602
Autumn,Jeans,Wool,Male,3767,46,North,7350
Autumn,Kurti,Linen,Male,4023,70,South,4978
Autumn,Dress,Silk,Female,2362,60,West,12364
Autumn,Kurti,Wool,Male,3188,41,South,19992
Autumn,Shirt,Cotton,Male,961,24,East,11254
Winter,Kurti,Silk,Male,4488,16,North,3249
Autumn,Kurti,Silk,Female,3479,35,South,4323
Autumn,Kurti,Linen,Female,743,44,West,6494
Spring,Jeans,Silk,Male,2790,69,South,16342
Spring,Kurti,Cotton,Male,2691,51,West,7177
Spring,Jeans,Silk,Female,4363,61,West,7720
Summer,Kurti,Linen,Male,4749,18,West,5327
Winter,Kurti,Silk,Male,2255,60,North,18833
Autumn,Dress,Linen,Female,1104,3,West,12432
Winter,Dress,Linen,Male,4509,24,West,10575
Summer,Jacket,Linen,Male,1238,57,East,4843
Autumn,Kurti,Linen,Male,4609,25,North,18835
Summer,Shirt,Silk,Male,3601,12,North,12418
Autumn,Kurti,Cotton,Male,2304,5,East,14232
Autumn,Jeans,Denim,Female,2153,0,South,5617
Autumn,Kurti,Linen,Female,4314,18,South,9691
Spring,Kurti,Silk,Male,1636,51,West,8309
Autumn,Jeans,Wool,Male,1687,39,East,8689
Autumn,Kurti,Wool,Male,909,41,South,14706
Summer,Dress,Denim,Female,3854,27,West,17551
Summer,Shirt,Cotton,Male,2409,8,South,13597
Spring,Jacket,Denim,Male,3134,51,South,16074
Spring,Jacket,Denim,Male,2244,7,East,18481
Spring,Jeans,Denim,Female,4349,45,West,18358
Autumn,Kurti,Linen,Female,1920,14,South,10769
Summer,Dress,Denim,Male,780,53,North,8540
Autumn,Dress,Cotton,Male,1032,30,North,16024
Spring,Jeans,Silk,Male,3099,70,North,19516
Autumn,Shirt,Linen,Female,4550,37,North,7486
Spring,Shirt,Wool,Female,1130,61,North,5285
Summer,Shirt,Denim,Male,3818,31,East,13418
Spring,Jacket,Silk,Male,1012,34,North,7114
Winter,Jacket,Silk,Female,976,43,West,19269
Summer,Jeans,Wool,Female,2325,21,West,12723
Summer,Jeans,Silk,Male,4747,17,East,16453
Autumn,Dress,Linen,Male,4289,19,East,4886
Winter,Dress,Cotton,Female,2643,57,North,17821
Spring,Kurti,Wool,Male,1897,29,East,2156
Summer,Jeans,Denim,Male,1493,36,West,13931
Spring,Shirt,Wool,Male,2771,52,West,11366
Autumn,Shirt,Silk,Female,3438,56,South,15202
Summer,Dress,Linen,Female,4247,36,North,8151
Spring,Shirt,Denim,Male,4435,6,East,13189
Summer,Jacket,Silk,Female,2056,60,West,10950
Winter,Kurti,Linen,Male,3974,17,West,3637
Summer,Jacket,Wool,Female,3005,58,South,13504
Summer,Dress,Linen,Male,2755,26,West,10810
Spring,Shirt,Linen,Male,2568,53,West,14102
Spring,Shirt,Wool,Male,4551,67,South,3346
Autumn,Dress,Denim,Male,1836,22,East,5407
Winter,Shirt,Cotton,Male,1381,2,West,9717
Spring,Jeans,Denim,Female,3189,48,West,3099
Summer,Kurti,Silk,Male,1589,70,North,2437
Spring,Jeans,Silk,Female,3352,43,West,18947
Summer,Dress,Silk,Female,1811,58,East,10003
Summer,Dress,Wool,Female,2226,67,West,11598
Winter,Jeans,Silk,Male,1555,67,East,1687
Autumn,Dress,Wool,Female,3842,55,South,19933
Spring,Jeans,Denim,Male,2591,46,South,16677
Spring,Jacket,Linen,Male,1611,55,West,4196
Winter,Shirt,Silk,Female,4216,53,South,16027
Summer,Kurti,Denim,Male,3566,38,West,4023
Summer,Jeans,Linen,Male,1260,56,North,13869
Spring,Kurti,Linen,Female,2818,70,North,2722
Autumn,Dress,Cotton,Male,2418,53,North,2839
Spring,Jacket,Linen,Female,4207,5,South,15265
Winter,Shirt,Cotton,Male,4456,42,North,8417
Autumn,Dress,Wool,Male,1418,17,East,12468
Summer,Jacket,Denim,Male,2038,28,North,18636
Spring,Jacket,Silk,Female,955,8,East,13795
Summer,Jeans,Wool,Female,2922,25,North,10673
Spring,Jacket,Cotton,Male,4892,6,South,19770
Spring,Jeans,Cotton,Female,2951,60,East,13328
Winter,Jeans,Linen,Female,1735,14,South,16805
Spring,Jeans,Denim,Male,1177,70,East,1449
Summer,Jacket,Denim,Female,3604,59,South,13118
Autumn,Shirt,Linen,Male,4337,39,South,7289
Autumn,Jeans,Silk,Male,1924,5,North,2147
Spring,Shirt,Denim,Female,1719,53,North,6333
Autumn,Dress,Silk,Female,3969,36,North,15645
Autumn,Dress,Linen,Female,1641,68,North,7518
Summer,Jeans,Wool,Female,3442,4,West,13613
Autumn,Shirt,Cotton,Male,2003,4,West,8392
Spring,Kurti,Wool,Male,1834,60,North,4162
Autumn,Jeans,Silk,Female,4333,13,East,11034
Summer,Dress,Denim,Female,4949,3,East,6285
Summer,Dress,Linen,Female,4398,65,North,17142
Spring,Shirt,Denim,Female,1740,50,East,1720
Spring,Jacket,Silk,Male,2769,26,West,12747
Summer,Jacket,Linen,Male,4717,61,West,18863
Autumn,Kurti,Silk,Male,4931,7,North,3012
Summer,Dress,Denim,Male,813,30,East,1323
Spring,Dress,Silk,Male,2079,43,North,8206
Summer,Kurti,Cotton,Male,4524,57,East,12951
Spring,Jacket,Denim,Male,4801,11,East,9307
Spring,Jeans,Cotton,Male,3511,68,East,2853
Autumn,Dress,Denim,Male,979,3,North,10308
Spring,Jeans,Cotton,Female,3236,19,North,19616
Spring,Jeans,Wool,Male,563,53,East,16596
Summer,Jeans,Linen,Female,4653,56,North,6474
Summer,Jeans,Wool,Male,1338,49,East,14720
Spring,Shirt,Linen,Male,4632,41,East,16391
Summer,Shirt,Linen,Female,2250,41,West,11024
Summer,Kurti,Silk,Female,662,63,North,1312
Spring,Jacket,Wool,Female,1381,45,South,5847
Summer,Jeans,Denim,Male,904,18,North,11392
Spring,Dress,Wool,Female,3353,30,East,9812
Spring,Dress,Denim,Female,1473,46,North,6572
Winter,Dress,Cotton,Female,3209,7,East,6801
Spring,Jeans,Wool,Female,2828,41,North,10135
Spring,Kurti,Cotton,Female,3298,54,West,6495
Spring,Kurti,Silk,Male,3248,15,East,3623
Autumn,Dress,Denim,Male,3435,18,North,8294
Autumn,Jeans,Linen,Female,906,54,East,4462
Autumn,Jeans,Denim,Male,2637,44,East,5513
Summer,Jeans,Cotton,Male,708,30,East,18362
Spring,Shirt,Denim,Female,3304,64,North,17506
Autumn,Shirt,Linen,Male,3027,44,West,18657
Autumn,Jeans,Silk,Female,3377,69,West,6904
Summer,Jacket,Denim,Male,3858,33,West,17295
Autumn,Shirt,Silk,Female,4400,67,South,5625
Spring,Shirt,Denim,Male,2153,38,West,3286
Winter,Kurti,Wool,Male,1376,11,West,13767
Spring,Shirt,Linen,Female,4800,38,West,19625
Summer,Jeans,Wool,Female,4627,32,West,7348
Winter,Kurti,Cotton,Male,677,61,East,4088
Winter,Dress,Cotton,Male,1107,38,North,6995
Autumn,Kurti,Silk,Female,4012,0,East,5631
Summer,Dress,Silk,Female,4042,4,North,5877
Summer,Jeans,Silk,Female,4598,9,South,4192
Summer,Dress,Linen,Female,4221,42,West,2607
Autumn,Jeans,Cotton,Male,4331,15,East,8191
Autumn,Kurti,Wool,Female,4406,0,South,15123
Summer,Jacket,Cotton,Male,4736,10,West,19393
Winter,Shirt,Denim,Male,2763,68,South,8148
Spring,Dress,Linen,Male,1805,47,East,1514
Autumn,Shirt,Denim,Male,1172,19,West,12657
Summer,Shirt,Cotton,Male,1545,32,West,15845
Autumn,Jeans,Silk,Female,805,65,East,18707
Spring,Shirt,Denim,Male,2459,46,South,16504
Spring,Jeans,Linen,Male,3228,22,North,16148
Winter,Jeans,Silk,Male,4604,31,North,13525
Spring,Jacket,Cotton,Male,1016,17,West,10434
Autumn,Jeans,Cotton,Female,4638,43,West,15896
Summer,Kurti,Linen,Female,3468,33,West,10877
Winter,Jacket,Linen,Female,1716,12,South,5128
Summer,Kurti,Cotton,Male,3217,12,West,7693
Winter,Shirt,Cotton,Female,1733,33,East,7159
Autumn,Jeans,Cotton,Male,3729,54,West,17878
Autumn,Jacket,Cotton,Male,3205,29,South,7545
Summer,Jacket,Denim,Female,2493,55,South,16782
Spring,Kurti,Wool,Male,4318,25,East,19999
Winter,Shirt,Denim,Male,2849,70,West,16263
Winter,Dress,Linen,Male,983,55,South,11590
Autumn,Jeans,Cotton,Female,2267,55,North,11293
Autumn,Dress,Linen,Male,4133,3,South,4822
Spring,Kurti,Cotton,Female,4761,43,West,17173
Summer,Jeans,Cotton,Female,2673,10,North,1736
Summer,Shirt,Wool,Female,680,25,East,17854
Spring,Jacket,Wool,Female,1138,29,North,2142
Autumn,Shirt,Cotton,Female,699,65,West,8274
Autumn,Shirt,Cotton,Female,1659,58,West,17188
Autumn,Dress,Linen,Female,1619,32,East,17945
Summer,Jacket,Wool,Male,3827,42,West,5859
Autumn,Dress,Linen,Female,1874,45,West,13235
Winter,Jacket,Wool,Male,949,27,East,5416
Winter,Shirt,Cotton,Female,2311,27,North,15862
Autumn,Kurti,Linen,Female,3759,8,South,10915
Winter,Dress,Denim,Male,4446,35,South,14640
Spring,Shirt,Wool,Female,4726,56,West,17707
Summer,Kurti,Linen,Male,4552,55,West,4927
Summer,Jacket,Linen,Female,2006,27,West,18450
Winter,Jacket,Linen,Female,1211,14,West,10201
Summer,Kurti,Silk,Female,3787,64,South,8998
Spring,Jacket,Cotton,Female,4188,22,North,4980
Autumn,Dress,Denim,Female,3769,5,East,14615
Spring,Jeans,Cotton,Male,2735,55,South,9604
Spring,Jacket,Wool,Female,1353,32,West,13140
Spring,Jacket,Wool,Male,1536,64,South,19048
Summer,Kurti,Denim,Female,730,10,East,4063
Spring,Jeans,Denim,Female,1801,37,West,3000
Summer,Jeans,Cotton,Male,1537,70,South,10496
Summer,Jacket,Linen,Female,712,17,South,18952
Spring,Shirt,Linen,Female,653,26,South,14722
Autumn,Jeans,Cotton,Male,4707,62,East,12667
Summer,Jacket,Linen,Male,3037,1,West,13373
Autumn,Kurti,Denim,Male,4060,5,West,1163
Autumn,Dress,Linen,Female,2566,57,South,5344
Summer,Jeans,Wool,Female,1657,37,West,12040
Spring,Shirt,Silk,Male,2817,35,South,14352
Spring,Shirt,Wool,Male,2937,39,West,15132
Spring,Shirt,Silk,Male,2811,48,East,1298
Autumn,Jacket,Silk,Female,2624,43,North,19016
Autumn,Kurti,Cotton,Male,1516,50,West,10639
Winter,Jacket,Denim,Male,1080,47,North,15228
Spring,Jacket,Linen,Female,4378,56,East,18367
Summer,Shirt,Denim,Male,1450,51,South,14719
Winter,Shirt,Wool,Male,3332,36,West,17205
Spring,Jacket,Linen,Male,3915,65,East,12623
Winter,Jeans,Denim,Female,3922,54,West,12251
Summer,Jeans,Cotton,Female,722,11,North,5262
Winter,Jeans,Denim,Female,1626,37,North,11460
Summer,Dress,Wool,Female,3661,64,West,13720
Spring,Jeans,Silk,Female,3621,14,East,3969
Autumn,Kurti,Cotton,Male,4407,35,West,17823
Spring,Dress,Linen,Male,4928,56,North,11063
Autumn,Shirt,Cotton,Male,559,9,South,9792
Summer,Dress,Denim,Male,1275,31,West,5867
Summer,Dress,Cotton,Female,2905,19,East,6690
Autumn,Shirt,Wool,Male,4236,62,West,4156
Spring,Kurti,Wool,Male,2720,22,North,15284
Winter,Jeans,Linen,Male,2756,28,South,3219
Autumn,Jeans,Linen,Female,3982,9,South,19953
Autumn,Jeans,Wool,Male,4056,43,North,15279
Autumn,Dress,Wool,Male,3059,40,North,11233
Autumn,Jeans,Denim,Female,2247,42,West,4973
Autumn,Shirt,Cotton,Male,1459,25,South,19413
Winter,Kurti,Linen,Female,1049,29,West,12757
Winter,Dress,Linen,Female,4437,36,West,2258
Spring,Jeans,Linen,Male,4401,41,West,19762
Summer,Jeans,Wool,Female,4587,42,West,1289
Winter,Jeans,Wool,Male,1752,59,North,9259
Winter,Jacket,Cotton,Female,951,66,North,1599
Spring,Jacket,Cotton,Male,3545,60,North,15457
Winter,Dress,Wool,Male,1314,19,South,15492
Summer,Dress,Denim,Female,812,50,South,2886
Winter,Jacket,Wool,Male,1786,56,West,15364
Spring,Dress,Denim,Male,4826,27,South,9508
Summer,Dress,Silk,Male,4391,12,East,9018
Winter,Jacket,Linen,Male,2230,34,West,8355
Winter,Kurti,Wool,Female,1121,36,East,19783
Spring,Jeans,Wool,Male,2689,35,South,17640
Winter,Jeans,Denim,Male,1356,29,South,13584
Winter,Kurti,Linen,Male,3811,28,North,5078
Autumn,Jacket,Denim,Female,1122,29,South,18149
Summer,Dress,Wool,Female,4676,0,South,13745
Spring,Dress,Linen,Female,4760,60,East,12374
Summer,Jacket,Denim,Female,2920,57,East,8879
Spring,Shirt,Wool,Male,2155,48,South,2396
Winter,Jeans,Silk,Female,1022,57,North,17115
Summer,Shirt,Denim,Male,1375,31,East,6356
Autumn,Shirt,Cotton,Male,3860,39,East,14760
Winter,Jeans,Denim,Female,2074,51,North,9259
Winter,Jacket,Wool,Male,4287,32,South,18851
Spring,Shirt,Wool,Female,2683,11,East,2678
Spring,Dress,Denim,Female,742,14,East,10013
Summer,Jacket,Denim,Female,1096,60,West,10097
Autumn,Dress,Denim,Male,1101,54,West,1426
Autumn,Jacket,Cotton,Female,3445,32,East,7630
Winter,Dress,Silk,Male,4998,10,West,6531
Summer,Shirt,Wool,Male,2479,5,South,3503
Winter,Shirt,Cotton,Female,3352,10,West,4957
Winter,Kurti,Denim,Male,3443,10,South,12220
Summer,Dress,Denim,Male,2690,10,East,10131
Summer,Jacket,Linen,Female,4903,45,North,11949
Spring,Kurti,Silk,Male,3099,40,North,18504
Spring,Jeans,Silk,Female,3540,48,South,9786
Summer,Dress,Wool,Male,536,49,East,6696
Autumn,Shirt,Denim,Male,1314,47,South,5587
Winter,Dress,Denim,Male,4978,28,South,11458
Autumn,Kurti,Silk,Female,682,11,South,2669
Spring,Dress,Denim,Male,596,50,South,3960
Winter,Jacket,Linen,Male,1281,15,East,9899
Winter,Kurti,Wool,Female,3194,42,South,17813
Winter,Jacket,Wool,Male,2598,46,South,9478
Spring,Jeans,Silk,Male,1907,45,East,4987
Summer,Kurti,Denim,Female,3601,15,North,19209
